scientific_name,common_name,class,order,family,phylum,national_rank,top5,top10,protective_context_count,protective_chemical_count,warning_context_count,warning_chemical_count,broad_life_stage_category_count,eligible_state_count,state_occurrence_available,evidence_support,evidence_support_label,official_or_common_method_species,testing_priority,rank_scope,note
Pleurococcus rufescens,,Chlorophyceae,Ctenocladales,nan,Chlorophyta,1800,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002549167609265,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pleurococcus vulgaris,,Chlorophyceae,Ctenocladales,nan,Chlorophyta,1801,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002549167609265,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Sporotetras pyriformis,,Chlorophyceae,Chlorococcales,nan,Chlorophyta,1802,False,False,3,3,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002549167609265,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Ipomoea aquatica,,Magnoliopsida,Solanales,Convolvulaceae,Magnoliophyta,1803,False,False,5,4,0,0,1,3,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0036245698788774,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Calanus finmarchicus,,Maxillopoda,Calanoida,Calanidae,Arthropoda,1804,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027446659471582,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Plecostomus commersoni,,Actinopterygii,Siluriformes,Pimelodidae,Chordata,1805,False,False,3,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024869817459519,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cephalodella paggiae,,Monogononta,Ploima,Notommatidae,Rotifera,1806,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030712094675957,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Polycelis sp.,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,1807,False,False,4,3,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0019578241624776,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Ankistrodesmus sp.,,Chlorophyceae,Chlorococcales,Oocystaceae,Chlorophyta,1808,False,False,1,1,1,1,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026619133666422,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Oryza sativa,,Magnoliopsida,Poales,Poaceae,Magnoliophyta,1809,False,False,9,8,1,1,2,4,True,sparse_5_19,Limited (5-19 protective contexts),False,0.00269378243856,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Cypridopsis sp.,,Ostracoda,Podocopa,Cypridopsidae,Arthropoda,1810,False,False,5,4,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0028924325160757,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Ranunculus penicillatus,,Magnoliopsida,Ranunculales,Ranunculaceae,Magnoliophyta,1811,False,False,1,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002821554648876,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Calamoecia lucasi,,Maxillopoda,Calanoida,Centropagidae,Arthropoda,1812,False,False,1,1,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027273566104859,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Boeckella delicata,,Maxillopoda,Calanoida,Centropagidae,Arthropoda,1813,False,False,1,1,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027262389308732,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Gongrosira viridis,,Chlorophyceae,Ctenocladales,Ctenocladaceae,Chlorophyta,1814,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025257150438513,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Bacopa caroliniana,,Magnoliopsida,Lamiales,Scrophulariaceae,Magnoliophyta,1815,False,False,1,1,0,0,1,8,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029515651002233,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Anabas scandens,,Actinopterygii,Perciformes,Anabantidae,Chordata,1816,False,False,7,7,1,1,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0025699053990957,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Balanus amphitrite,,Maxillopoda,Sessilia,Balanidae,Arthropoda,1817,False,False,1,1,0,0,1,9,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0041906268080268,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Platichthys flesus,,Actinopterygii,Pleuronectiformes,Pleuronectidae,Chordata,1818,False,False,2,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025025741894941,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Limnodrilus hoffmeisteri,,Oligochaeta,Haplotaxida,Naididae,Annelida,1819,False,False,28,21,0,0,1,12,True,moderate_20_49,Moderate (20-49 protective contexts),False,0.0026513005829223,extended_greedy_order,
Echinoparyphium recurvatum,,Trematoda,Echinostomida,Echinostomatidae,Platyhelminthes,1820,False,False,4,3,2,2,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0033092466209014,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Microthamnion kuetzingianum,,Chlorophyceae,Chaetophorales,Chaetophoraceae,Chlorophyta,1821,False,False,4,4,1,1,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030277332940669,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Microthamnion strictissimum,,Chlorophyceae,Chaetophorales,Chaetophoraceae,Chlorophyta,1822,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002565875672938,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Mastacembelus pancalus,,Actinopterygii,Synbranchiformes,Mastacembelidae,Chordata,1823,False,False,3,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024786970900958,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Atractosteus tropicus,,Actinopterygii,Semionotiformes,Lepisosteidae,Chordata,1824,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024955417918112,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Schilbe mystus,,Actinopterygii,Siluriformes,Schilbeidae,Chordata,1825,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0017664848863166,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pelteobagrus fulvidraco,,Actinopterygii,Siluriformes,Bagridae,Chordata,1826,False,False,13,5,3,2,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0025916589846174,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Stigeoclonium sp.,,Chlorophyceae,Chaetophorales,Chaetophoraceae,Chlorophyta,1827,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026355188248675,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Trochiscia granulata,,Chlorophyceae,Chlorococcales,Oocystaceae,Chlorophyta,1828,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025667039303983,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chlamydocapsa ampla,,Chlorophyceae,Tetrasporales,Gloeocystaceae,Chlorophyta,1829,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025033226342904,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chlamydocapsa planctonica,,Chlorophyceae,Tetrasporales,Gloeocystaceae,Chlorophyta,1830,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025033226342904,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chlorococcum hypnosporum,,Chlorophyceae,Chlorococcales,Chlorococcaceae,Chlorophyta,1831,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0017989001291846,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Utricularia sp.,,Magnoliopsida,Scrophulariales,Lentibulariaceae,Magnoliophyta,1832,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0019727018556072,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cyclocypris sp.,,Ostracoda,Podocopida,Cyprididae,Arthropoda,1833,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0020026024873297,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chlorococcum vacuolatum,,Chlorophyceae,Chlorococcales,Chlorococcaceae,Chlorophyta,1834,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024919535489572,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chlorococcum macrostigmatum,,Chlorophyceae,Chlorococcales,Chlorococcaceae,Chlorophyta,1835,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024919535489572,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pseudococcomyxa simplex,,Chlorophyceae,Chlorococcales,Oocystaceae,Chlorophyta,1836,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002553227200578,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Tubifex sp.,,Oligochaeta,Haplotaxida,Naididae,Annelida,1837,False,False,10,6,1,1,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.002361513473925,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Planaria sp.,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,1838,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0023599996185638,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lota lota,,Actinopterygii,Gadiformes,Gadidae,Chordata,1839,False,False,7,7,0,0,1,10,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0041369645341076,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Crenobia alpina,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,1840,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.003349601610813,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lampetra tridentata,,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Chordata,1841,False,False,11,6,0,0,1,4,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0041844930326095,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Planaria gonocephala,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,1842,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0033126556577506,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Ankistrodesmus braunii,,Chlorophyceae,Chlorococcales,Oocystaceae,Chlorophyta,1843,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002659283079379,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Ophiocephalus punctatus,,Actinopterygii,Perciformes,Channidae,Chordata,1844,False,False,6,6,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0018038312521802,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Bithynia tentaculata,,Gastropoda,Neotaenioglossa,Bithyniidae,Mollusca,1845,False,False,9,2,0,0,1,1,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0015973526489996,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Hypnomonas sp.,,Chlorophyceae,Tetrasporales,Nautococcaceae,Chlorophyta,1846,False,False,5,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.002472431377466,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Acorus americanus,,Liliopsida,Arales,Acoraceae,Magnoliophyta,1847,False,False,1,1,0,0,1,30,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0085959954419869,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chlorococcum sp.,,Chlorophyceae,Chlorococcales,Chlorococcaceae,Chlorophyta,1848,False,False,1,1,2,2,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002466789612757,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Nitocra spinipes,,Maxillopoda,Harpacticoida,Ameiridae,Arthropoda,1849,False,False,4,3,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027555315264472,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Channa stewartii,,Actinopterygii,Perciformes,Channidae,Chordata,1850,False,False,1,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026501197345658,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chlorococcum lobata,,Chlorophyceae,Chlorococcales,Chlorococcaceae,Chlorophyta,1851,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024625239040479,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Glyceria fluitans,,Magnoliopsida,Poales,Poaceae,Magnoliophyta,1852,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.003066440447157,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Ulothrix moniliformis,,Chlorophyceae,Ulotrichales,Ulotrichaceae,Chlorophyta,1853,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024610076594267,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Paramecium sp.,,Ciliatea,Hymenostomatida,Parameciidae,Ciliophora,1854,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0033757645473085,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Haematococcus capensis,,Chlorophyceae,Volvocales,Haematococcaceae,Chlorophyta,1855,False,False,1,1,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024586064302743,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Paramecium putrinum,,Ciliatea,Hymenostomatida,Parameciidae,Ciliophora,1856,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0033738471276086,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Halteria grandinella,,Ciliatea,Oligotrichida,Halteriidae,Ciliophora,1857,False,False,5,5,0,0,1,1,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0035166093303471,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Aspidisca cicada,,Ciliatea,Hypotrichida,Aspidiscidae,Ciliophora,1858,False,False,10,9,0,0,2,2,True,sparse_5_19,Limited (5-19 protective contexts),False,0.003715174621447,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Heteranthera dubia,,Liliopsida,Liliales,Pontederiaceae,Magnoliophyta,1859,False,False,5,5,0,0,1,35,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0099249980844013,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Ulothrix sp.,,Chlorophyceae,Ulotrichales,Ulotrichaceae,Chlorophyta,1860,False,False,3,3,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024462146787909,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Ichthyomyzon sp.,,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Chordata,1861,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.003379273808342,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Uronema nigricans,,Ciliatea,Hymenostomatida,Uronematidae,Ciliophora,1862,False,False,6,6,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0032965580969265,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Pangasianodon hypophthalmus,,Actinopterygii,Siluriformes,Pangasiidae,Chordata,1863,False,False,3,2,4,2,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024430559511467,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Eriocaulon aquaticum,,Liliopsida,Eriocaulales,Eriocaulaceae,Magnoliophyta,1864,False,False,1,1,0,0,1,15,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0058275379877429,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Diacypris compacta,,Ostracoda,Podocopida,Cyprididae,Arthropoda,1865,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027550072901302,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Zygogonium ericetorum,,Chlorophyceae,Zygnematales,Zygnemataceae,Chlorophyta,1866,False,False,4,4,0,0,1,2,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027188127117145,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Paramecium tetraurelia,,Ciliatea,Hymenostomatida,Parameciidae,Ciliophora,1867,False,False,3,3,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002372045865004,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Filinia longiseta,,Monogononta,Flosculariaceae,Filiniidae,Rotifera,1868,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0019677190475693,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Najas graminea,,Liliopsida,Najadales,Najadaceae,Magnoliophyta,1869,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030794896275373,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hydrodictyon reticulatum,,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Chlorophyta,1870,False,False,1,1,0,0,1,27,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0064403903587577,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pomatoschistus minutus,,Actinopterygii,Perciformes,Gobiidae,Chordata,1871,False,False,3,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.001752376266365,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Ankistrodesmus falcatus,,Chlorophyceae,Chlorococcales,Oocystaceae,Chlorophyta,1872,False,False,4,3,5,5,2,4,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0032106212847526,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Polycelis tenuis,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,1873,False,False,6,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0023098596873631,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Stigeoclonium tenue,,Chlorophyceae,Chaetophorales,Chaetophoraceae,Chlorophyta,1874,False,False,5,5,1,1,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0026357289221996,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Gomphonema parvulum,,Bacillariophyceae,Cymbellales,Gomphonemataceae,Bacillariophyta,1875,False,False,4,4,1,1,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026926516981179,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Allium cepa,,Liliopsida,Liliales,Liliaceae,Magnoliophyta,1876,False,False,1,1,0,0,1,23,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0072944216802007,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Argulus japonicus,,Maxillopoda,Arguloida,Argulidae,Arthropoda,1877,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026466636537971,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Euchlanis sp.,,Monogononta,Ploima,Euchlanidae,Rotifera,1878,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029109623379938,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Trichocerca sp.,,Monogononta,Ploima,Trichocercidae,Rotifera,1879,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029267172447902,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chlorococcum infusionum,,Chlorophyceae,Chlorococcales,Chlorococcaceae,Chlorophyta,1880,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0023834934408011,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cypris sp.,,Ostracoda,Podocopida,Cyprididae,Arthropoda,1881,False,False,7,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0028427281614607,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Wolffia papulifera,,Liliopsida,Arales,Lemnaceae,Magnoliophyta,1882,False,False,5,5,0,0,1,28,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0075583369061038,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Stylodrilus heringianus,,Clitellata,Lumbriculida,Lumbriculidae,Annelida,1883,False,False,3,3,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029187532539878,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Acartia tonsa,,Maxillopoda,Calanoida,Acartiidae,Arthropoda,1884,False,False,2,1,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027136963545519,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Mougeotia sp.,,Chlorophyceae,Zygnematales,Zygnemataceae,Chlorophyta,1885,False,False,3,3,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0023612252426402,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Spirogyra cylindrica,,Chlorophyceae,Zygnematales,Zygnemataceae,Chlorophyta,1886,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0023675527155496,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Oscillatoria rubescens,,Cyanophyceae,Nostocales,Oscillatoriaceae,Cyanophycota,1887,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026355956398991,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Trichocerca pusilla,,Monogononta,Ploima,Trichocercidae,Rotifera,1888,False,False,1,1,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028164124334291,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Schistosoma haematobium,,Trematoda,Strigeatida,Schistosomatidae,Platyhelminthes,1889,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.003227913690105,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Argulus coregoni,,Maxillopoda,Arguloida,Argulidae,Arthropoda,1890,False,False,3,1,0,0,4,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002600595423952,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Typha angustifolia,,Liliopsida,Typhales,Typhaceae,Magnoliophyta,1891,False,False,1,1,1,1,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0036124618868053,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Asplanchna brightwelli,,Monogononta,Ploima,Asplanchnidae,Rotifera,1892,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027171658416254,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Iris pseudacorus,,Liliopsida,Liliales,Iridaceae,Magnoliophyta,1893,False,False,1,1,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0032450092223894,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Echinostoma trivolvis,,Trematoda,Echinostomida,Echinostomatidae,Platyhelminthes,1894,False,False,9,4,4,4,3,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0020650613844048,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Stichococcus sp.,,Chlorophyceae,Prasiolales,Prasiolaceae,Chlorophyta,1895,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002514921522402,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Euchlanis dilatata,,Monogononta,Ploima,Euchlanidae,Rotifera,1896,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027878243855328,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Asplanchna girodi,,Monogononta,Ploima,Asplanchnidae,Rotifera,1897,False,False,1,1,2,2,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026956012622372,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Gloeotrichia echinulata,,Cyanophyceae,Nostocales,Rivulariaceae,Cyanophycota,1898,False,False,2,2,0,0,1,6,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.00362042298228,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Blepharisma americanum,,Ciliatea,Heterotrichida,Spirostomidae,Ciliophora,1899,False,False,4,4,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0033826431013152,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Channa orientalis,,Actinopterygii,Perciformes,Channidae,Chordata,1900,False,False,18,14,4,4,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0016150800622402,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Triticum aestivum,,Magnoliopsida,Poales,Poaceae,Magnoliophyta,1901,False,False,5,3,0,0,1,49,True,sparse_5_19,Limited (5-19 protective contexts),False,0.0120486137543833,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Stichococcus bacillaris,,Chlorophyceae,Prasiolales,Prasiolaceae,Chlorophyta,1902,False,False,4,4,1,1,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024925858214764,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Stichococcus chlorelloides,,Chlorophyceae,Prasiolales,Prasiolaceae,Chlorophyta,1903,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0024925858214764,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Spirogyra sp.,,Chlorophyceae,Zygnematales,Zygnemataceae,Chlorophyta,1904,False,False,5,4,4,4,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0023116420095514,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
